-->> Training and testing with OR
iter:0     |X: 1  1 -1  1  |Y: 1  |y_:-1  | err: 2  | W:0.16 0.15 -0.29 0.15
iter:487   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:488   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:489   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:490   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:491   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:492   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:493   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:494   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:495   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:496   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:497   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:498   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:499   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:500   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:501   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:502   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:503   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:504   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:505   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:506   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:507   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:508   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:509   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:510   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:511   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:512   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:513   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:514   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:515   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:516   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:517   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:518   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:519   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:520   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:521   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:522   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:523   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:524   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:525   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:526   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:527   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:528   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:529   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:530   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:531   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:532   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:533   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:534   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:535   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:536   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:537   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:538   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:539   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:540   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:541   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:542   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:543   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:544   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:545   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:546   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:547   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:548   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:549   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:550   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:551   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:552   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:553   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:554   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:555   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:556   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:557   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:558   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:559   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:560   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:561   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:562   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:563   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:564   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:565   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:566   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:567   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:568   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:569   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:570   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:571   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:572   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:573   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:574   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:575   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:576   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:577   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:578   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:579   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:580   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:581   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:582   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:583   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:584   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:585   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:586   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:587   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:588   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:589   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:590   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:591   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:592   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:593   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:594   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:595   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:596   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:597   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:598   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:599   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:600   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:601   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:602   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:603   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:604   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:605   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:606   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:607   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:608   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:609   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:610   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:611   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:612   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:613   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:614   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:615   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:616   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:617   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:618   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:619   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:620   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:621   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:622   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:623   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:624   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:625   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:626   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:627   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:628   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:629   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:630   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:631   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:632   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:633   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:634   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:635   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:636   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:637   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:638   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:639   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:640   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:641   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:642   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:643   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:644   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:645   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:646   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:647   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:648   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:649   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:650   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:651   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:652   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:653   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:654   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:655   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:656   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:657   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:658   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:659   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:660   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:661   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:662   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:663   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:664   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:665   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:666   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:667   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:668   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:669   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:670   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:671   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:672   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:673   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:674   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:675   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:676   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:677   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:678   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:679   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:680   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:681   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:682   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:683   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:684   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:685   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:686   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:687   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:688   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:689   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:690   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:691   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:692   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:693   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:694   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:695   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:696   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:697   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:698   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:699   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:700   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:701   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:702   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:703   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:704   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:705   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:706   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:707   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:708   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:709   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:710   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:711   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:712   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:713   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:714   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:715   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:716   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:717   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:718   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:719   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:720   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:721   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:722   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:723   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:724   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:725   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:726   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:727   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:728   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:729   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:730   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
